"","X","Date","Temperature_c","Type","Method","Site","Comments"
"58",59,"1984-03-28",21,"Min","MaxMin Thermometer (manual)","Saline",""
"59",60,"1984-03-29",23,"Min","MaxMin Thermometer (manual)","Saline",""
"60",61,"1984-03-30",21,"Min","MaxMin Thermometer (manual)","Saline",""
"61",62,"1984-04-03",22,"Min","MaxMin Thermometer (manual)","Saline",""
"62",63,"1984-04-07",20,"Min","MaxMin Thermometer (manual)","Saline",""
"63",64,"1984-04-09",21,"Min","MaxMin Thermometer (manual)","Saline",""
"64",65,"1984-04-10",22,"Min","MaxMin Thermometer (manual)","Saline",""
"65",66,"1984-04-11",22,"Min","MaxMin Thermometer (manual)","Saline",""
"66",67,"1984-04-12",23,"Min","MaxMin Thermometer (manual)","Saline",""
"67",68,"1984-04-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"68",69,"1984-04-16",22,"Min","MaxMin Thermometer (manual)","Saline",""
"69",70,"1984-04-17",22,"Min","MaxMin Thermometer (manual)","Saline",""
"70",71,"1984-04-18",23,"Min","MaxMin Thermometer (manual)","Saline",""
"71",72,"1984-04-19",24,"Min","MaxMin Thermometer (manual)","Saline",""
"72",73,"1984-04-20",22,"Min","MaxMin Thermometer (manual)","Saline",""
"73",74,"1984-04-21",22,"Min","MaxMin Thermometer (manual)","Saline",""
"74",75,"1984-04-23",22,"Min","MaxMin Thermometer (manual)","Saline",""
"75",76,"1984-04-25",22,"Min","MaxMin Thermometer (manual)","Saline",""
"76",77,"1984-04-27",22,"Min","MaxMin Thermometer (manual)","Saline",""
"77",78,"1984-04-29",22,"Min","MaxMin Thermometer (manual)","Saline",""
"78",79,"1984-04-30",21,"Min","MaxMin Thermometer (manual)","Saline",""
"79",80,"1984-05-01",22,"Min","MaxMin Thermometer (manual)","Saline",""
"80",81,"1984-05-02",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"81",82,"1984-05-03",22,"Min","MaxMin Thermometer (manual)","Saline",""
"82",83,"1984-05-04",22,"Min","MaxMin Thermometer (manual)","Saline",""
"83",84,"1984-05-06",22,"Min","MaxMin Thermometer (manual)","Saline",""
"84",86,"1984-05-09",22,"Min","MaxMin Thermometer (manual)","Saline",""
"85",87,"1984-05-11",21,"Min","MaxMin Thermometer (manual)","Saline",""
"86",88,"1984-05-13",21,"Min","MaxMin Thermometer (manual)","Saline",""
"87",89,"1984-05-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"88",90,"1984-05-15",22,"Min","MaxMin Thermometer (manual)","Saline",""
"89",91,"1984-05-20",22,"Min","MaxMin Thermometer (manual)","Saline",""
"90",92,"1984-05-24",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"91",93,"1984-05-27",21,"Min","MaxMin Thermometer (manual)","Saline",""
"92",94,"1984-05-29",22,"Min","MaxMin Thermometer (manual)","Saline",""
"93",95,"1984-05-30",22,"Min","MaxMin Thermometer (manual)","Saline",""
"94",96,"1984-05-31",22,"Min","MaxMin Thermometer (manual)","Saline",""
"95",97,"1984-06-04",21,"Min","MaxMin Thermometer (manual)","Saline",""
"96",98,"1984-06-09",21,"Min","MaxMin Thermometer (manual)","Saline",""
"97",99,"1984-06-11",21,"Min","MaxMin Thermometer (manual)","Saline",""
"98",100,"1984-06-12",22,"Min","MaxMin Thermometer (manual)","Saline",""
"99",101,"1984-06-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"100",102,"1984-06-15",22,"Min","MaxMin Thermometer (manual)","Saline",""
"101",103,"1984-06-16",23,"Min","MaxMin Thermometer (manual)","Saline",""
"102",104,"1984-06-17",22,"Min","MaxMin Thermometer (manual)","Saline",""
"103",105,"1984-06-18",21,"Min","MaxMin Thermometer (manual)","Saline",""
"104",106,"1984-06-19",21,"Min","MaxMin Thermometer (manual)","Saline",""
"105",107,"1984-06-20",22,"Min","MaxMin Thermometer (manual)","Saline",""
"106",108,"1984-06-22",22,"Min","MaxMin Thermometer (manual)","Saline",""
"107",109,"1984-06-24",21,"Min","MaxMin Thermometer (manual)","Saline",""
"108",110,"1984-06-25",22,"Min","MaxMin Thermometer (manual)","Saline",""
"109",111,"1984-06-26",22,"Min","MaxMin Thermometer (manual)","Saline",""
"110",112,"1984-06-27",22,"Min","MaxMin Thermometer (manual)","Saline",""
"111",113,"1984-06-28",22,"Min","MaxMin Thermometer (manual)","Saline",""
"112",114,"1984-06-29",22,"Min","MaxMin Thermometer (manual)","Saline",""
"113",115,"1984-06-30",21,"Min","MaxMin Thermometer (manual)","Saline",""
"114",116,"1984-07-03",21,"Min","MaxMin Thermometer (manual)","Saline",""
"115",117,"1984-07-05",22,"Min","MaxMin Thermometer (manual)","Saline",""
"116",118,"1984-07-06",23,"Min","MaxMin Thermometer (manual)","Saline",""
"117",119,"1984-07-08",22,"Min","MaxMin Thermometer (manual)","Saline",""
"118",120,"1984-07-09",21,"Min","MaxMin Thermometer (manual)","Saline",""
"119",121,"1984-07-10",22,"Min","MaxMin Thermometer (manual)","Saline",""
"120",122,"1984-07-17",21,"Min","MaxMin Thermometer (manual)","Saline",""
"121",123,"1984-07-23",21,"Min","MaxMin Thermometer (manual)","Saline",""
"122",124,"1984-07-24",22,"Min","MaxMin Thermometer (manual)","Saline",""
"123",125,"1984-07-25",22,"Min","MaxMin Thermometer (manual)","Saline",""
"124",126,"1984-07-26",23,"Min","MaxMin Thermometer (manual)","Saline",""
"125",127,"1984-07-27",21,"Min","MaxMin Thermometer (manual)","Saline",""
"126",128,"1984-07-28",22,"Min","MaxMin Thermometer (manual)","Saline",""
"127",129,"1984-07-29",23,"Min","MaxMin Thermometer (manual)","Saline",""
"128",130,"1984-07-31",22,"Min","MaxMin Thermometer (manual)","Saline",""
"129",131,"1984-08-01",22,"Min","MaxMin Thermometer (manual)","Saline",""
"130",132,"1984-08-02",21,"Min","MaxMin Thermometer (manual)","Saline",""
"131",133,"1984-08-03",21,"Min","MaxMin Thermometer (manual)","Saline",""
"132",134,"1984-08-05",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"133",135,"1984-08-06",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"134",136,"1984-08-07",21,"Min","MaxMin Thermometer (manual)","Saline",""
"135",137,"1984-08-08",21,"Min","MaxMin Thermometer (manual)","Saline",""
"136",138,"1984-08-09",21,"Min","MaxMin Thermometer (manual)","Saline",""
"137",139,"1984-08-10",22,"Min","MaxMin Thermometer (manual)","Saline",""
"138",140,"1984-08-12",22,"Min","MaxMin Thermometer (manual)","Saline",""
"139",141,"1984-08-13",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"140",142,"1984-08-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"141",143,"1984-08-16",22,"Min","MaxMin Thermometer (manual)","Saline",""
"142",144,"1984-08-17",21,"Min","MaxMin Thermometer (manual)","Saline",""
"143",145,"1984-08-20",21,"Min","MaxMin Thermometer (manual)","Saline",""
"144",146,"1984-08-23",21,"Min","MaxMin Thermometer (manual)","Saline",""
"145",147,"1984-08-24",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"146",149,"1984-08-26",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"147",150,"1984-08-27",22,"Min","MaxMin Thermometer (manual)","Saline",""
"148",151,"1984-08-28",22,"Min","MaxMin Thermometer (manual)","Saline",""
"149",152,"1984-08-29",22,"Min","MaxMin Thermometer (manual)","Saline",""
"150",153,"1984-08-30",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"151",154,"1984-08-31",22,"Min","MaxMin Thermometer (manual)","Saline",""
"152",155,"1984-09-02",20,"Min","MaxMin Thermometer (manual)","Saline",""
"153",156,"1984-09-03",21,"Min","MaxMin Thermometer (manual)","Saline",""
"154",157,"1984-09-05",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"155",158,"1984-09-06",20,"Min","MaxMin Thermometer (manual)","Saline",""
"156",159,"1984-09-07",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"157",160,"1984-09-08",23,"Min","MaxMin Thermometer (manual)","Saline",""
"158",161,"1984-09-09",21,"Min","MaxMin Thermometer (manual)","Saline",""
"159",162,"1984-09-10",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"160",163,"1984-09-11",22,"Min","MaxMin Thermometer (manual)","Saline",""
"161",164,"1984-09-12",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"162",165,"1984-09-15",22,"Min","MaxMin Thermometer (manual)","Saline",""
"163",168,"1984-09-19",21,"Min","MaxMin Thermometer (manual)","Saline",""
"164",169,"1984-09-20",22,"Min","MaxMin Thermometer (manual)","Saline",""
"165",170,"1984-09-21",21,"Min","MaxMin Thermometer (manual)","Saline",""
"166",171,"1984-09-23",21,"Min","MaxMin Thermometer (manual)","Saline",""
"167",172,"1984-09-24",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"168",173,"1984-09-26",21,"Min","MaxMin Thermometer (manual)","Saline",""
"169",174,"1984-09-27",22,"Min","MaxMin Thermometer (manual)","Saline",""
"170",175,"1984-10-02",22,"Min","MaxMin Thermometer (manual)","Saline",""
"171",176,"1984-10-06",21,"Min","MaxMin Thermometer (manual)","Saline",""
"172",177,"1984-10-07",22,"Min","MaxMin Thermometer (manual)","Saline",""
"173",178,"1984-10-08",22,"Min","MaxMin Thermometer (manual)","Saline",""
"174",179,"1984-10-09",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"175",180,"1984-10-10",22,"Min","MaxMin Thermometer (manual)","Saline",""
"176",181,"1984-10-11",23,"Min","MaxMin Thermometer (manual)","Saline",""
"177",182,"1984-10-12",23,"Min","MaxMin Thermometer (manual)","Saline",""
"178",183,"1984-10-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"179",184,"1984-10-15",23,"Min","MaxMin Thermometer (manual)","Saline",""
"180",185,"1984-10-16",22,"Min","MaxMin Thermometer (manual)","Saline",""
"181",186,"1984-10-17",22,"Min","MaxMin Thermometer (manual)","Saline",""
"182",187,"1984-10-18",22,"Min","MaxMin Thermometer (manual)","Saline",""
"183",188,"1984-10-19",22,"Min","MaxMin Thermometer (manual)","Saline",""
"184",189,"1984-10-20",22,"Min","MaxMin Thermometer (manual)","Saline",""
"185",190,"1984-10-21",23,"Min","MaxMin Thermometer (manual)","Saline",""
"186",191,"1984-10-22",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"187",192,"1984-10-23",22,"Min","MaxMin Thermometer (manual)","Saline",""
"188",193,"1984-10-24",22,"Min","MaxMin Thermometer (manual)","Saline",""
"189",194,"1984-10-25",22,"Min","MaxMin Thermometer (manual)","Saline",""
"190",195,"1984-10-27",22,"Min","MaxMin Thermometer (manual)","Saline",""
"191",196,"1984-10-28",21,"Min","MaxMin Thermometer (manual)","Saline",""
"192",197,"1984-10-29",22,"Min","MaxMin Thermometer (manual)","Saline",""
"193",198,"1984-10-30",21,"Min","MaxMin Thermometer (manual)","Saline",""
"194",199,"1984-10-31",21,"Min","MaxMin Thermometer (manual)","Saline",""
"195",200,"1984-11-01",20,"Min","MaxMin Thermometer (manual)","Saline",""
"196",201,"1984-11-02",20,"Min","MaxMin Thermometer (manual)","Saline",""
"197",202,"1984-11-03",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"198",203,"1984-11-04",21,"Min","MaxMin Thermometer (manual)","Saline",""
"199",204,"1984-11-05",21,"Min","MaxMin Thermometer (manual)","Saline",""
"200",205,"1984-11-06",21,"Min","MaxMin Thermometer (manual)","Saline",""
"201",206,"1984-11-07",22,"Min","MaxMin Thermometer (manual)","Saline",""
"202",207,"1984-11-08",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"203",208,"1984-11-10",21,"Min","MaxMin Thermometer (manual)","Saline",""
"204",209,"1984-11-11",21,"Min","MaxMin Thermometer (manual)","Saline",""
"205",210,"1984-11-12",21,"Min","MaxMin Thermometer (manual)","Saline",""
"206",211,"1984-11-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"207",212,"1984-11-15",21,"Min","MaxMin Thermometer (manual)","Saline",""
"208",213,"1984-11-16",22,"Min","MaxMin Thermometer (manual)","Saline",""
"209",214,"1984-11-17",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"210",215,"1984-11-18",21,"Min","MaxMin Thermometer (manual)","Saline",""
"211",216,"1984-11-19",22,"Min","MaxMin Thermometer (manual)","Saline",""
"212",217,"1984-11-20",22,"Min","MaxMin Thermometer (manual)","Saline",""
"213",218,"1984-11-21",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"214",219,"1984-11-22",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"215",220,"1984-11-23",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"216",221,"1984-11-24",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"217",222,"1984-11-25",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"218",223,"1984-11-26",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"219",224,"1984-11-27",22,"Min","MaxMin Thermometer (manual)","Saline",""
"220",225,"1984-11-28",22,"Min","MaxMin Thermometer (manual)","Saline",""
"221",226,"1984-11-29",22,"Min","MaxMin Thermometer (manual)","Saline",""
"222",227,"1984-11-30",22,"Min","MaxMin Thermometer (manual)","Saline",""
"223",228,"1984-12-01",22,"Min","MaxMin Thermometer (manual)","Saline",""
"224",229,"1984-12-02",22,"Min","MaxMin Thermometer (manual)","Saline",""
"225",230,"1984-12-04",23,"Min","MaxMin Thermometer (manual)","Saline",""
"226",231,"1984-12-05",21,"Min","MaxMin Thermometer (manual)","Saline",""
"227",232,"1984-12-06",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"228",233,"1984-12-07",22,"Min","MaxMin Thermometer (manual)","Saline",""
"229",234,"1984-12-08",23,"Min","MaxMin Thermometer (manual)","Saline",""
"230",235,"1984-12-09",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"231",236,"1984-12-10",23,"Min","MaxMin Thermometer (manual)","Saline",""
"232",237,"1984-12-11",23,"Min","MaxMin Thermometer (manual)","Saline",""
"233",238,"1984-12-12",24,"Min","MaxMin Thermometer (manual)","Saline",""
"234",239,"1984-12-13",22,"Min","MaxMin Thermometer (manual)","Saline",""
"235",240,"1984-12-14",21,"Min","MaxMin Thermometer (manual)","Saline",""
"236",241,"1984-12-16",20,"Min","MaxMin Thermometer (manual)","Saline",""
"237",242,"1984-12-17",22,"Min","MaxMin Thermometer (manual)","Saline",""
"238",243,"1984-12-18",22,"Min","MaxMin Thermometer (manual)","Saline",""
"239",244,"1984-12-19",22,"Min","MaxMin Thermometer (manual)","Saline",""
"240",245,"1984-12-20",20,"Min","MaxMin Thermometer (manual)","Saline",""
"241",246,"1984-12-21",20,"Min","MaxMin Thermometer (manual)","Saline",""
"242",247,"1984-12-22",21,"Min","MaxMin Thermometer (manual)","Saline",""
"243",248,"1984-12-23",22,"Min","MaxMin Thermometer (manual)","Saline",""
"244",249,"1984-12-25",22,"Min","MaxMin Thermometer (manual)","Saline",""
"245",250,"1984-12-26",21,"Min","MaxMin Thermometer (manual)","Saline",""
"246",251,"1984-12-27",21,"Min","MaxMin Thermometer (manual)","Saline",""
"247",252,"1984-12-30",21,"Min","MaxMin Thermometer (manual)","Saline",""
"248",253,"1985-01-03",21,"Min","MaxMin Thermometer (manual)","Saline",""
"249",254,"1985-01-04",22,"Min","MaxMin Thermometer (manual)","Saline",""
"250",255,"1985-01-05",22,"Min","MaxMin Thermometer (manual)","Saline",""
"251",256,"1985-01-06",23,"Min","MaxMin Thermometer (manual)","Saline",""
"252",257,"1985-01-07",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"253",258,"1985-01-08",23.5,"Min","MaxMin Thermometer (manual)","Saline",""
"254",259,"1985-01-09",23.5,"Min","MaxMin Thermometer (manual)","Saline",""
"255",260,"1985-01-10",24,"Min","MaxMin Thermometer (manual)","Saline",""
"256",261,"1985-01-11",23,"Min","MaxMin Thermometer (manual)","Saline",""
"257",262,"1985-01-12",23,"Min","MaxMin Thermometer (manual)","Saline",""
"258",263,"1985-01-13",22,"Min","MaxMin Thermometer (manual)","Saline",""
"259",264,"1985-01-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"260",265,"1985-01-15",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"261",266,"1985-01-16",19,"Min","MaxMin Thermometer (manual)","Saline",""
"262",267,"1985-01-17",20,"Min","MaxMin Thermometer (manual)","Saline",""
"263",268,"1985-01-18",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"264",269,"1985-01-20",22,"Min","MaxMin Thermometer (manual)","Saline",""
"265",270,"1985-01-21",23,"Min","MaxMin Thermometer (manual)","Saline",""
"266",271,"1985-01-22",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"267",272,"1985-01-23",22,"Min","MaxMin Thermometer (manual)","Saline",""
"268",273,"1985-01-24",23,"Min","MaxMin Thermometer (manual)","Saline",""
"269",274,"1985-01-25",22,"Min","MaxMin Thermometer (manual)","Saline",""
"270",275,"1985-01-26",21,"Min","MaxMin Thermometer (manual)","Saline",""
"271",276,"1985-01-27",21,"Min","MaxMin Thermometer (manual)","Saline",""
"272",277,"1985-01-28",22,"Min","MaxMin Thermometer (manual)","Saline",""
"273",278,"1985-01-29",22,"Min","MaxMin Thermometer (manual)","Saline",""
"274",279,"1985-01-30",22,"Min","MaxMin Thermometer (manual)","Saline",""
"275",280,"1985-01-31",23,"Min","MaxMin Thermometer (manual)","Saline",""
"276",281,"1985-02-01",22,"Min","MaxMin Thermometer (manual)","Saline",""
"277",282,"1985-02-03",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"278",283,"1985-02-04",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"279",284,"1985-02-05",22,"Min","MaxMin Thermometer (manual)","Saline",""
"280",285,"1985-02-07",20,"Min","MaxMin Thermometer (manual)","Saline",""
"281",286,"1985-02-08",22,"Min","MaxMin Thermometer (manual)","Saline",""
"282",287,"1985-02-13",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"283",288,"1985-02-18",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"284",289,"1985-02-19",22,"Min","MaxMin Thermometer (manual)","Saline",""
"285",290,"1985-02-21",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"286",291,"1985-02-22",23,"Min","MaxMin Thermometer (manual)","Saline",""
"287",292,"1985-02-23",23,"Min","MaxMin Thermometer (manual)","Saline",""
"288",293,"1985-02-24",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"289",294,"1985-02-25",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"290",295,"1985-02-26",23,"Min","MaxMin Thermometer (manual)","Saline",""
"291",296,"1985-02-27",21,"Min","MaxMin Thermometer (manual)","Saline",""
"292",297,"1985-02-28",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"293",298,"1985-03-01",22,"Min","MaxMin Thermometer (manual)","Saline",""
"294",299,"1985-03-02",22,"Min","MaxMin Thermometer (manual)","Saline",""
"295",300,"1985-03-04",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"296",301,"1985-03-05",23,"Min","MaxMin Thermometer (manual)","Saline",""
"297",302,"1985-03-06",22,"Min","MaxMin Thermometer (manual)","Saline",""
"298",303,"1985-03-07",22,"Min","MaxMin Thermometer (manual)","Saline",""
"299",304,"1985-03-08",22,"Min","MaxMin Thermometer (manual)","Saline",""
"300",305,"1985-03-09",22,"Min","MaxMin Thermometer (manual)","Saline",""
"301",306,"1985-03-11",21,"Min","MaxMin Thermometer (manual)","Saline",""
"302",307,"1985-03-13",21,"Min","MaxMin Thermometer (manual)","Saline",""
"303",308,"1985-03-14",22,"Min","MaxMin Thermometer (manual)","Saline",""
"304",309,"1985-03-15",23,"Min","MaxMin Thermometer (manual)","Saline",""
"305",310,"1985-03-17",22,"Min","MaxMin Thermometer (manual)","Saline",""
"306",311,"1985-03-18",22,"Min","MaxMin Thermometer (manual)","Saline",""
"307",312,"1985-03-19",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"308",313,"1985-03-20",24,"Min","MaxMin Thermometer (manual)","Saline",""
"309",314,"1985-03-22",20,"Min","MaxMin Thermometer (manual)","Saline",""
"310",315,"1985-03-24",21,"Min","MaxMin Thermometer (manual)","Saline",""
"311",316,"1985-03-25",22,"Min","MaxMin Thermometer (manual)","Saline",""
"312",317,"1985-03-26",22,"Min","MaxMin Thermometer (manual)","Saline",""
"313",318,"1985-03-27",22,"Min","MaxMin Thermometer (manual)","Saline",""
"314",320,"1985-03-29",21,"Min","MaxMin Thermometer (manual)","Saline",""
"315",321,"1985-03-31",22,"Min","MaxMin Thermometer (manual)","Saline",""
"316",322,"1985-04-01",22,"Min","MaxMin Thermometer (manual)","Saline",""
"317",323,"1985-04-02",22,"Min","MaxMin Thermometer (manual)","Saline",""
"318",324,"1985-04-03",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"319",325,"1985-04-04",22,"Min","MaxMin Thermometer (manual)","Saline",""
"320",326,"1985-04-05",22,"Min","MaxMin Thermometer (manual)","Saline",""
"321",327,"1985-04-07",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"322",328,"1985-04-08",21,"Min","MaxMin Thermometer (manual)","Saline",""
"323",329,"1985-04-09",22,"Min","MaxMin Thermometer (manual)","Saline",""
"324",330,"1985-04-11",22,"Min","MaxMin Thermometer (manual)","Saline",""
"325",331,"1985-04-14",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"326",332,"1985-04-15",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"327",333,"1985-04-16",22,"Min","MaxMin Thermometer (manual)","Saline",""
"328",334,"1985-04-17",22,"Min","MaxMin Thermometer (manual)","Saline",""
"329",335,"1985-04-18",22,"Min","MaxMin Thermometer (manual)","Saline",""
"330",336,"1985-04-19",21,"Min","MaxMin Thermometer (manual)","Saline",""
"331",337,"1985-04-21",21,"Min","MaxMin Thermometer (manual)","Saline",""
"332",338,"1985-04-23",22.5,"Min","MaxMin Thermometer (manual)","Saline",""
"333",339,"1985-04-24",22,"Min","MaxMin Thermometer (manual)","Saline",""
"334",340,"1985-04-25",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"335",341,"1985-04-26",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"336",342,"1985-04-30",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"337",343,"1985-05-03",21,"Min","MaxMin Thermometer (manual)","Saline",""
"338",344,"1985-05-05",22,"Min","MaxMin Thermometer (manual)","Saline",""
"339",345,"1985-05-06",22,"Min","MaxMin Thermometer (manual)","Saline",""
"340",346,"1985-05-07",22,"Min","MaxMin Thermometer (manual)","Saline",""
"341",347,"1985-05-08",22,"Min","MaxMin Thermometer (manual)","Saline",""
"342",348,"1985-05-09",21,"Min","MaxMin Thermometer (manual)","Saline",""
"343",349,"1985-05-10",21,"Min","MaxMin Thermometer (manual)","Saline",""
"344",351,"1985-05-16",21,"Min","MaxMin Thermometer (manual)","Saline",""
"345",352,"1985-05-20",21,"Min","MaxMin Thermometer (manual)","Saline",""
"346",353,"1985-05-21",22,"Min","MaxMin Thermometer (manual)","Saline",""
"347",354,"1985-05-22",23,"Min","MaxMin Thermometer (manual)","Saline",""
"348",355,"1985-05-23",22,"Min","MaxMin Thermometer (manual)","Saline",""
"349",356,"1985-05-24",21,"Min","MaxMin Thermometer (manual)","Saline",""
"350",357,"1985-05-25",21,"Min","MaxMin Thermometer (manual)","Saline",""
"351",358,"1985-05-27",21,"Min","MaxMin Thermometer (manual)","Saline",""
"352",359,"1985-05-28",21,"Min","MaxMin Thermometer (manual)","Saline",""
"353",360,"1985-05-29",21,"Min","MaxMin Thermometer (manual)","Saline",""
"354",361,"1985-05-30",23,"Min","MaxMin Thermometer (manual)","Saline",""
"355",362,"1985-05-31",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"356",363,"1985-06-01",22,"Min","MaxMin Thermometer (manual)","Saline",""
"357",364,"1985-06-02",21,"Min","MaxMin Thermometer (manual)","Saline",""
"358",365,"1985-06-03",21,"Min","MaxMin Thermometer (manual)","Saline",""
"359",366,"1985-06-05",21,"Min","MaxMin Thermometer (manual)","Saline",""
"360",367,"1985-06-08",21,"Min","MaxMin Thermometer (manual)","Saline",""
"361",368,"1985-06-10",21,"Min","MaxMin Thermometer (manual)","Saline",""
"362",369,"1985-06-11",22,"Min","MaxMin Thermometer (manual)","Saline",""
"363",370,"1985-06-12",22,"Min","MaxMin Thermometer (manual)","Saline",""
"364",371,"1985-06-13",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"365",372,"1985-06-14",20,"Min","MaxMin Thermometer (manual)","Saline",""
"366",373,"1985-06-16",19,"Min","MaxMin Thermometer (manual)","Saline",""
"367",374,"1985-06-17",20,"Min","MaxMin Thermometer (manual)","Saline",""
"368",375,"1985-06-18",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"369",376,"1985-06-20",20,"Min","MaxMin Thermometer (manual)","Saline",""
"370",377,"1985-06-21",20,"Min","MaxMin Thermometer (manual)","Saline",""
"371",378,"1985-06-22",20,"Min","MaxMin Thermometer (manual)","Saline",""
"372",379,"1985-06-24",20,"Min","MaxMin Thermometer (manual)","Saline",""
"373",380,"1985-06-25",20,"Min","MaxMin Thermometer (manual)","Saline",""
"374",381,"1985-06-26",22,"Min","MaxMin Thermometer (manual)","Saline",""
"375",383,"1985-06-28",20,"Min","MaxMin Thermometer (manual)","Saline",""
"376",384,"1985-06-29",21.5,"Min","MaxMin Thermometer (manual)","Saline",""
"377",385,"1985-06-30",21,"Min","MaxMin Thermometer (manual)","Saline",""
"378",386,"1985-07-02",20,"Min","MaxMin Thermometer (manual)","Saline",""
"379",387,"1985-07-03",22,"Min","MaxMin Thermometer (manual)","Saline",""
"380",388,"1985-07-04",21,"Min","MaxMin Thermometer (manual)","Saline",""
"381",389,"1985-07-05",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"382",390,"1985-07-06",21,"Min","MaxMin Thermometer (manual)","Saline",""
"383",391,"1985-07-07",20,"Min","MaxMin Thermometer (manual)","Saline",""
"384",392,"1985-07-08",20,"Min","MaxMin Thermometer (manual)","Saline",""
"385",393,"1985-07-09",20,"Min","MaxMin Thermometer (manual)","Saline",""
"386",394,"1985-07-11",20,"Min","MaxMin Thermometer (manual)","Saline",""
"387",395,"1985-07-12",21,"Min","MaxMin Thermometer (manual)","Saline",""
"388",396,"1985-07-13",21,"Min","MaxMin Thermometer (manual)","Saline",""
"389",397,"1985-07-14",21,"Min","MaxMin Thermometer (manual)","Saline",""
"390",398,"1985-07-15",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"391",399,"1985-07-17",21,"Min","MaxMin Thermometer (manual)","Saline",""
"392",400,"1985-07-19",19,"Min","MaxMin Thermometer (manual)","Saline",""
"393",401,"1985-07-22",19,"Min","MaxMin Thermometer (manual)","Saline",""
"394",402,"1985-07-25",20,"Min","MaxMin Thermometer (manual)","Saline",""
"395",403,"1985-07-26",20.5,"Min","MaxMin Thermometer (manual)","Saline",""
"396",404,"1985-07-27",21,"Min","MaxMin Thermometer (manual)","Saline",""
"397",405,"1985-07-28",20,"Min","MaxMin Thermometer (manual)","Saline",""
"398",406,"1985-07-30",19.5,"Min","MaxMin Thermometer (manual)","Saline",""
"399",407,"1985-07-31",22,"Min","MaxMin Thermometer (manual)","Saline",""
"400",408,"1985-08-01",19.5,"Min","MaxMin Thermometer (manual)","Saline",""
"401",409,"1985-08-02",20,"Min","MaxMin Thermometer (manual)","Saline",""
"402",410,"1985-08-04",19,"Min","MaxMin Thermometer (manual)","Saline",""
"403",411,"1985-08-05",20,"Min","MaxMin Thermometer (manual)","Saline",""
